genres,title,release_date,price,early_access,sentiment,metascore
"['Casual', 'Simulation']",Rocksmith - Foo Fighters - My Hero,2012-12-18,2.99,False,Sin comentarios,0.0
"['Casual', 'Simulation']",Rocksmith - Foo Fighters - Walk,2012-12-18,2.99,False,Sin comentarios,0.0
['RPG'],Sacred 2 Gold,2012-12-21,14.99,False,Mostly Positive,0.0
['Simulation'],Train Simulator: Donner Pass: Southern Pacific Route Add-On,2012-12-21,19.99,False,Mixed,0.0
"['Indie', 'Casual']",Splice: Epilogue Soundtrack,2012-12-31,2.99,False,1 user reviews,0.0
"['Adventure', 'Casual']",Angelica Weaver: Catch Me When You Can,2013-01-07,13.99,False,Mostly Positive,0.0
['Racing'],F1 Race Stars - China Track,2013-01-07,4.99,False,1 user reviews,0.0
['Racing'],F1 Race Stars - Canada Track,2013-01-07,4.99,False,2 user reviews,0.0
"['Action', 'Indie']",Primal Fears,2013-01-08,9.99,False,Mixed,0.0
['Racing'],F1 Race Stars - India Track,2013-01-07,4.99,False,1 user reviews,0.0
['Strategy'],Worms Ultimate Mayhem - Multiplayer Pack DLC,2013-01-09,2.99,False,8 user reviews,0.0
['Simulation'],Train Simulator: DB ICE 2 EMU Add-On,2013-01-10,19.99,False,Positive,0.0
"['Action', 'Strategy', 'Casual']",Fieldrunners 2,2013-01-10,9.99,False,Very Positive,73.0
"['Action', 'Strategy']",Sword of the Stars II Soundtrack,2013-01-09,6.99,False,Sin comentarios,0.0
"['Indie', 'Strategy']",Sins of a Solar Empire®: Rebellion - Original Soundtrack,2013-01-11,9.99,False,Positive,0.0
"['Strategy', 'Indie', 'Simulation']",Gratuitous Space Battles: The Outcasts,2013-01-11,5.99,False,3 user reviews,0.0
"['Casual', 'Simulation']",Rocksmith - The Strokes - Reptilia,2013-01-22,2.99,False,Sin comentarios,0.0
"['RPG', 'Strategy']",SpellForce 2 - Faith in Destiny Scenario 2: The Golden Fool,2013-01-18,3.99,False,6 user reviews,0.0
"['Action', 'RPG']",Borderlands 2: Commando Supremacy Pack,2013-01-22,0.99,False,Positive,0.0
"['Action', 'RPG']",Borderlands 2: Commando Domination Pack,2013-01-22,0.99,False,4 user reviews,0.0
"['Indie', 'Strategy']",Spectromancer: Gathering of Power,2013-01-21,9.99,False,1 user reviews,0.0
"['Action', 'RPG']",Borderlands 2: Siren Madness Pack,2013-01-22,0.99,False,Positive,0.0
"['Action', 'RPG']",Borderlands 2: Gunzerker Madness Pack,2013-01-22,0.99,False,Positive,0.0
"['Action', 'RPG']",Borderlands 2: Gunzerker Domination Pack,2013-01-22,0.99,False,4 user reviews,0.0
"['Action', 'RPG']",Borderlands 2: Siren Domination Pack,2013-01-22,0.99,False,Positive,0.0
"['Action', 'Indie', 'Simulation']",Strike Suit Zero Soundtrack,2013-01-23,9.99,False,7 user reviews,0.0
"['Action', 'Indie', 'Simulation']",Strike Suit Zero,2013-01-23,19.99,False,Very Positive,66.0
['Adventure'],The Cave,2013-01-23,14.99,False,Very Positive,68.0
"['Action', 'Simulation']",Ace Combat Assault Horizon - Enhanced Edition,2013-01-24,19.99,False,Mixed,77.0
"['Action', 'Indie']",Hotline Miami Soundtrack,2013-01-24,9.99,False,Very Positive,0.0
"['Action', 'Adventure']",DmC: Devil May Cry,2013-01-24,29.99,False,Very Positive,85.0
"['Strategy', 'Indie']",Defense Grid: Containment DLC,2013-01-23,4.99,False,6 user reviews,0.0
"['Action', 'Indie']",Retrovirus,2013-01-31,9.99,False,Mostly Positive,70.0
"['Casual', 'Indie']",DIVO,2013-02-01,4.99,False,3 user reviews,0.0
['Simulation'],Cities in Motion: Design Quirks,2013-02-05,2.99,False,4 user reviews,0.0
"['Casual', 'Simulation']","Rocksmith - Fall Out Boy - Sugar, We're Goin Down",2013-02-05,2.99,False,Sin comentarios,0.0
"['Casual', 'Simulation']",Rocksmith - Fall Out boy - I Don't Care,2013-02-05,2.99,False,Sin comentarios,0.0
"['Casual', 'Simulation']","Rocksmith - Fall Out Boy - Dance, Dance",2013-02-05,2.99,False,Sin comentarios,0.0
"['Casual', 'Simulation']",Rocksmith - Fall Out Boy - Thnks fr th Mmrs,2013-02-05,2.99,False,Sin comentarios,0.0
"['Casual', 'Simulation']",Rocksmith - Fall Out Boy - America's Suitehearts,2013-02-05,2.99,False,Sin comentarios,0.0
['Action'],Street Fighter X Tekken: SF Booster Pack 5,2013-02-06,0.99,False,Sin comentarios,0.0
['Action'],Street Fighter X Tekken: SF Booster Pack 4,2013-02-06,0.99,False,Sin comentarios,0.0
['Action'],Street Fighter X Tekken: SF Booster Pack 3,2013-02-06,0.99,False,Sin comentarios,0.0
['Simulation'],Cities XL Platinum,2013-02-06,9.99,False,Mixed,0.0
['Action'],Street Fighter X Tekken: SF Booster Pack 7,2013-02-06,0.99,False,Sin comentarios,0.0
['Action'],Street Fighter X Tekken: Additional 12 Characters Pack,2013-02-06,19.99,False,Mixed,0.0
"['RPG', 'Strategy']",SpellForce 2 - Faith in Destiny Scenario 3: The Last Stand,2013-02-15,3.99,False,3 user reviews,0.0
"['Action', 'Indie']",Super House of Dead Ninjas,2013-02-18,6.99,False,Overwhelmingly Positive,79.0
"['Simulation', 'Strategy']",Omerta - City of Gangsters - The Bulgarian Colossus DLC,2013-02-18,24.99,False,9 user reviews,0.0
"['Action', 'Adventure', 'Indie', 'Strategy']",A Valley Without Wind 2,2013-02-18,14.99,False,Mixed,68.0
"['Casual', 'Indie', 'Strategy']",Highborn,2013-02-19,1.99,False,Mixed,0.0
"['Casual', 'Simulation']",Rocksmith - Kansas - Carry On Wayward Son,2013-02-19,2.99,False,2 user reviews,0.0
"['Casual', 'Simulation']",Rocksmith - Ram Jam - Black Betty,2013-02-19,2.99,False,1 user reviews,0.0
"['Casual', 'Simulation']",Rocksmith - Judas Priest - You've Got Another Thing Comin',2013-02-19,2.99,False,Sin comentarios,0.0
"['Simulation', 'Strategy']",March of the Eagles,2013-02-18,19.99,False,Mixed,71.0
['Adventure'],Assassin's Creed® III Tyranny of King Washington: The Infamy,2013-02-19,9.99,False,Mixed,0.0
"['Casual', 'Simulation']",Rocksmith - Incubus - Anna Molly,2013-02-26,2.99,False,Sin comentarios,0.0
"['Casual', 'Simulation']",Rocksmith - Incubus - Love Hurts,2013-02-26,2.99,False,Sin comentarios,0.0
"['Casual', 'Simulation']",Rocksmith - Incubus - Wish You Were Here,2013-02-26,2.99,False,Sin comentarios,0.0
['Action'],Tom Clancy's Ghost Recon Future Soldier® - Khyber Strike,2013-02-26,9.99,False,4 user reviews,0.0
"['RPG', 'Web Publishing']",RPG Maker VX Ace - High Fantasy 2 Resource Pack,2013-03-05,29.99,False,5 user reviews,0.0
"['Casual', 'Simulation']",Rocksmith - Incubus Song Pack,2013-02-26,7.99,False,Sin comentarios,0.0
['Simulation'],The Sims 3: University Life,2013-03-05,19.99,False,Mostly Positive,0.0
"['Casual', 'Simulation']",Rocksmith - Blue Oyster Cult - Burnin' for You,2013-03-05,2.99,False,1 user reviews,0.0
"['Casual', 'Simulation']",Rocksmith - Living Colour - Cult of Personality,2013-03-05,2.99,False,Sin comentarios,0.0
"['Casual', 'Simulation']",Rocksmith - Violent Femmes - Blister in the Sun,2013-03-05,2.99,False,Sin comentarios,0.0
['Action'],DmC Devil May Cry: Vergil's Downfall,2013-03-05,8.99,False,Mixed,0.0
"['Casual', 'Simulation']",Rocksmith - Blue Oyster Cult Song Pack,2013-03-05,7.99,False,Sin comentarios,0.0
['Action'],Tomb Raider - The Final Hours Digital Book,2013-03-07,1.99,False,Very Positive,0.0
"['Action', 'Free to Play', 'Massively Multiplayer', 'RPG']",Dungeons &amp; Dragons Online® Catacombs Starter Pack,2013-03-14,9.99,False,9 user reviews,0.0
"['Action', 'Indie']",Stealth Bastard Deluxe - The Teleporter Chambers,2013-03-14,2.99,False,7 user reviews,0.0
"['Adventure', 'Casual', 'Indie', 'RPG', 'Simulation']",Monster Loves You!,2013-03-18,9.99,False,Mostly Positive,0.0
"['Adventure', 'Indie', 'Simulation']",Incredipede,2013-03-18,9.99,False,Mostly Positive,74.0
"['Action', 'Adventure', 'Indie']",Alien Spidy,2013-03-20,9.99,False,Mixed,0.0
['Strategy'],Impire: Creatures of the Night,2013-03-19,1.99,False,2 user reviews,0.0
"['Action', 'Indie']",Retro/Grade,2013-03-20,9.99,False,Very Positive,0.0
['Simulation'],Train Simulator: Western Lines of Scotland Route Add-On,2013-03-21,39.99,False,Positive,0.0
"['Action', 'Racing']",Trials Evolution: Gold Edition,2013-03-21,19.99,False,Mostly Positive,85.0
['Indie'],FLY'N Soundtrack,2013-03-21,4.99,False,Sin comentarios,0.0
"['Action', 'Free to Play', 'Indie', 'Strategy']",AirMech® Prime,2013-03-21,19.99,False,8 user reviews,0.0
"['Action', 'Indie']",POSTAL,1997-11-14,1.99,False,Very Positive,56.0
"['Action', 'Adventure']",Resident Evil 6 / Biohazard 6,2013-03-22,29.99,False,Mostly Positive,69.0
"['Action', 'Adventure']",RE6 / BH6: Onslaught Mode,2013-03-22,3.99,False,Positive,0.0
"['Indie', 'Casual']",Cut the Rope,2013-03-22,4.99,False,Positive,0.0
"['Action', 'Indie', 'Simulation']",Strike Suit Zero - Raptor DLC,2013-03-22,2.99,False,3 user reviews,0.0
"['Action', 'Adventure', 'Indie']",Anodyne,2013-03-22,9.99,False,Very Positive,75.0
"['Action', 'Adventure']",Tomb Raider: Agency SPS 12,2013-03-25,0.99,False,Mostly Positive,0.0
"['Action', 'Adventure']",Tomb Raider: Fisherman,2013-03-26,0.99,False,Mixed,0.0
"['Action', 'Adventure']",Tomb Raider: Scavenger Bandit,2013-03-26,0.99,False,Mixed,0.0
"['Action', 'Adventure']",Tomb Raider: Scavenger Scout,2013-03-26,0.99,False,Mixed,0.0
"['Action', 'Adventure']",Tomb Raider: Pistol Burst,2013-03-26,0.99,False,Mixed,0.0
"['Action', 'Adventure']",Tomb Raider: Pistol Silencer,2013-03-26,0.99,False,Mixed,0.0
"['Action', 'Adventure']",Tomb Raider: Hunter Skin,2013-03-26,0.99,False,Mostly Positive,0.0
"['Action', 'Adventure']",Tomb Raider: Shanty Town,2013-03-26,2.99,False,Mixed,0.0
['Action'],Call of Duty®: Black Ops II - North American Flags of the World Calling Card Pack,2013-04-12,0.99,False,3 user reviews,0.0
"['Action', 'Adventure']",Tomb Raider: 1939 Multiplayer Map Pack,2013-04-03,3.99,False,Mixed,0.0
"['Adventure', 'Indie', 'RPG']",Evoland,2013-04-04,9.99,False,Very Positive,61.0
"['Action', 'Adventure']",Another World – 20th Anniversary Edition,2013-04-04,9.99,False,Very Positive,0.0
['Simulation'],Train Simulator: PRR Alco RS11 Loco Add-On,2013-04-04,19.99,False,9 user reviews,0.0
"['Indie', 'Simulation', 'Sports', 'Strategy']",Lords of Football,2013-04-05,14.99,False,Mixed,52.0
['Simulation'],Train Simulator: BR Standard Class 2MT Loco Add-On,2013-04-04,19.99,False,7 user reviews,0.0
"['Action', 'Strategy', 'Indie', 'Casual']",Demolition Inc - Level &amp; Weapon DLC,2013-04-08,1.99,False,2 user reviews,0.0
"['Indie', 'Strategy']",Cubemen 2,2013-04-08,7.99,False,Mostly Positive,68.0
"['Action', 'Strategy', 'Indie']",Primal Carnage - Experimental Dinosaur Skin Pack 2,2013-04-08,0.99,False,Positive,0.0
"['Action', 'Indie', 'Strategy']",Awesomenauts - Demon Skølldir Skin,2013-04-09,2.49,False,5 user reviews,0.0
['Action'],Call of Duty®: Black Ops II - Jungle Warfare Personalization Pack,2013-04-12,1.99,False,3 user reviews,0.0
['Action'],Call of Duty®: Black Ops II - Viper Personalization Pack,2013-04-12,1.99,False,1 user reviews,0.0
['Action'],Call of Duty®: Black Ops II - Bacon Personalization Pack,2013-04-12,1.99,False,Positive,0.0
['Simulation'],Train Simulator: Southeastern Class 465 EMU Add-On,2013-04-17,19.99,False,Positive,0.0
['Action'],Call of Duty®: Black Ops II - Benjamins Personalization Pack,2013-04-12,1.99,False,5 user reviews,0.0
"['Adventure', 'Indie']",Papo &amp; Yo Soundtrack,2013-04-18,5.99,False,6 user reviews,0.0
"['Adventure', 'Indie']",Papo &amp; Yo,2013-04-18,14.99,False,Overwhelmingly Positive,70.0
['Action'],Call of Duty®: Black Ops II - Zombies Personalization Pack,2013-04-12,1.99,False,6 user reviews,0.0
"['Action', 'Indie', 'Simulation']",Surgeon Simulator,2013-04-19,9.99,False,Very Positive,71.0
"['RPG', 'Simulation', 'Strategy']",Jagged Alliance: Back in Action DLC: Urban Specialist Kit,2013-04-19,1.99,False,5 user reviews,0.0
['Massively Multiplayer'],FINAL FANTASY® XI: Ultimate Collection Seekers Edition,2013-04-19,29.99,False,Very Positive,0.0
['Action'],God Mode,2013-04-19,9.99,False,Mostly Positive,58.0
"['Indie', 'Strategy']",Eador. Masters of the Broken World,2013-04-19,19.99,False,Mixed,74.0
['Action'],Sacred Citadel: Jungle Hunt,2013-04-22,1.99,False,9 user reviews,0.0
['Strategy'],Victoria II: Interwar Engineer Unit,2013-04-22,1.99,False,5 user reviews,0.0
['Action'],Painkiller Hell &amp; Damnation: Full Metal Rocket,2013-04-26,3.99,False,7 user reviews,0.0
['Strategy'],Victoria II: Songs of the Civil War,2013-04-22,1.99,False,7 user reviews,0.0
"['Action', 'RPG']",Mars: War Logs,2013-04-26,14.99,False,Mostly Positive,59.0
"['Casual', 'Sports']",Poker Night 2,2013-04-26,4.99,False,Very Positive,75.0
"['Indie', 'Strategy']",StarDrive,2013-04-26,29.99,False,Mixed,61.0
"['Action', 'Indie', 'Strategy']",Sanctum 2,2013-05-15,14.99,False,Very Positive,77.0
"['Action', 'Adventure', 'Indie']",Zack Zero,2013-04-29,2.99,False,Mixed,0.0
"['Education', 'Software Training', 'Utilities', 'Web Publishing']",Driver Fusion Premium,2017-11-23,39.99,False,Mixed,0.0
"['Action', 'Adventure']",Tomb Raider: Demolition Skin,2013-05-07,0.99,False,Mostly Positive,0.0
"['Action', 'Adventure']",Tomb Raider: Sure-Shot Skin,2013-05-07,0.99,False,Very Positive,0.0
"['Action', 'Adventure']",Tomb Raider: Mountaineer Skin,2013-05-07,0.99,False,Positive,0.0
"['Action', 'Indie', 'Strategy']",Awesomenauts - Pirate Leon Skin,2013-05-07,4.99,False,6 user reviews,0.0
"['Action', 'Adventure']",Tomb Raider: Shipwrecked Multiplayer Map Pack,2013-05-07,3.99,False,Mixed,0.0
['Simulation'],Train Simulator: LMS Class 3F ‘Jinty’ Loco Add-On,2013-05-16,19.99,False,Positive,0.0
"['Indie', 'Simulation', 'Strategy']",Reus,2013-05-16,9.99,False,Very Positive,75.0
['Action'],Call of Duty®: Black Ops II - Uprising,2013-05-16,14.99,False,Very Positive,0.0
"['Action', 'Adventure', 'Casual']",Dragon's Lair,1983-06-19,9.99,False,Very Positive,0.0
"['Action', 'Indie']",Bad Bots,2013-05-17,4.99,False,Mixed,49.0
"['Action', 'Indie', 'Simulation']",Strike Suit Zero Heroes of the Fleet DLC,2013-05-20,6.99,False,Sin comentarios,0.0
"['Action', 'Strategy', 'Indie']",Primal Carnage - Dinosaur Skin Pack 3,2013-05-20,0.99,False,Positive,0.0
"['Action', 'Adventure']",Resident Evil Revelations / Biohazard Revelations,2013-05-20,29.99,False,Very Positive,77.0
"['Design &amp; Illustration', 'Web Publishing']",RPG Maker VX Ace - Cinematic Soundtrack Music Pack,2013-06-03,19.99,False,4 user reviews,0.0
['Strategy'],Crusader Kings II: Norse Portraits,2013-05-28,1.99,False,Mixed,0.0
['Strategy'],Crusader Kings II: Hymns to the Old Gods,2013-05-28,1.99,False,Mostly Positive,0.0
['Strategy'],Expansion - Crusader Kings II: The Old Gods,2013-05-28,14.99,False,Mostly Positive,88.0
['Action'],Aliens: Colonial Marines Collector's Edition Pack,2013-05-28,29.99,False,Mixed,0.0
['Action'],Aliens: Colonial Marines Limited Edition Pack,2013-05-28,29.99,False,Positive,0.0
['Action'],Aliens: Colonial Marines Sawed-off Double Barrel Shotgun,2013-05-28,29.99,False,Mixed,0.0
"['Casual', 'Simulation']",Rocksmith - Rick Springfield - Jessie’s Girl,2013-05-28,2.99,False,Sin comentarios,0.0
['Action'],Aliens: Colonial Marines SHARP Sticks,2013-05-28,29.99,False,Positive,0.0
"['Design &amp; Illustration', 'Web Publishing']",RPG Maker VX Ace - The Nothing Battles Music Pack,2013-06-03,4.99,False,6 user reviews,0.0
"['Action', 'Adventure']",Remember Me,2013-06-03,29.99,False,Very Positive,65.0
"['Action', 'Adventure']",Tomb Raider: Tomb of the Lost Adventurer,2013-06-04,2.99,False,Mixed,0.0
"['Action', 'Adventure']",Tomb Raider: Scavenger Executioner,2013-06-04,0.99,False,Mixed,0.0
"['Action', 'Adventure']",Resident Evil: Revelations Resistance Set,2013-06-04,1.99,False,Mixed,0.0
"['Action', 'Adventure']",Resident Evil: Revelations Enhancement Set,2013-06-04,1.99,False,Mixed,0.0
"['Action', 'Indie']",Dollar Dash - Robber's Toolkit DLC,2013-06-04,1.99,False,Sin comentarios,0.0
"['Indie', 'Strategy']",Sins of a Solar Empire®: Rebellion - Forbidden Worlds™ DLC,2013-06-05,4.99,False,Positive,0.0
"['Design &amp; Illustration', 'Web Publishing']",RPG Maker VX Ace - Modern Day Tiles Resource Pack,2013-06-03,6.99,False,Positive,0.0
['Casual'],Cranky Cat,2013-06-05,2.99,False,Positive,0.0
"['Action', 'Strategy', 'Indie']",Tryst: Survival DLC,2013-06-05,1.99,False,Sin comentarios,0.0
['Simulation'],Train Simulator: BNSF Locomotive Pack Add-On,2013-06-07,19.99,False,6 user reviews,0.0
"['Casual', 'Simulation']",Agricultural Simulator 2013 - Steam Edition,2013-06-07,9.99,False,Mostly Negative,0.0
"['Indie', 'RPG']",Penny Arcade's On the Rain-Slick Precipice of Darkness 4,2013-06-07,4.99,False,Very Positive,0.0
"['Casual', 'Indie', 'Simulation', 'Strategy']",7 Grand Steps: What Ancients Begat,2013-06-07,19.99,False,Mixed,0.0
"['Casual', 'Indie', 'RPG', 'Strategy']",Prime World: Defenders,2013-06-05,9.99,False,Mostly Positive,58.0
['Strategy'],COH 2 - Soviet Skin: (H) Winter Whitewash Voronezh Front,2013-06-24,1.99,False,1 user reviews,0.0
['Strategy'],COH 2 - Soviet Skin: (L) Winter Whitewash Voronezh Front,2013-06-24,1.99,False,1 user reviews,0.0
['Strategy'],COH 2 - German Skin: (M) Winter Ambush Pattern,2013-06-24,1.99,False,1 user reviews,0.0
['Strategy'],COH 2 - German Skin: (L) Winter Ambush Pattern,2013-06-24,1.99,False,1 user reviews,0.0
['Strategy'],COH 2 - German Skin: (L) Three Color Ambush Pattern,2013-06-24,1.99,False,1 user reviews,0.0
['Simulation'],Train Simulator: BR Class 50 Loco Add-On,2013-06-13,7.99,False,Positive,0.0
"['Action', 'Indie', 'Strategy']",Awesomenauts - Teddy Ayla Skin,2013-06-13,2.49,False,Positive,0.0
"['Indie', 'Strategy']",AI War: Vengeance Of The Machine,2013-06-17,4.99,False,3 user reviews,0.0
['Simulation'],Train Simulator: NKP S-2 Class 'Berkshire' Loco Add-On,2013-06-13,19.99,False,Mostly Positive,0.0
['Action'],Aliens: Colonial Marines - Movie Map Pack,2013-06-11,29.99,False,Mostly Positive,0.0
['Simulation'],Train Simulator: SP&amp;S E-1 Class 'Northern' Loco Add-On,2013-06-13,19.99,False,6 user reviews,0.0
"['Action', 'Indie', 'Strategy']",Awesomenauts - Shaolin Ayla Skin,2013-06-13,2.49,False,4 user reviews,0.0
"['Indie', 'RPG']",Knights of Pen and Paper +1 Edition,2013-06-18,9.99,False,Very Positive,0.0
"['Action', 'Adventure', 'RPG']",Dungeons &amp; Dragons: Chronicles of Mystara,2013-06-18,14.99,False,Very Positive,0.0
['Strategy'],Worms Revolution - Customization Pack,2013-06-18,4.99,False,4 user reviews,0.0
['Strategy'],Magic 2014 “Mind Maze” Foil Conversion,2013-06-26,0.99,False,1 user reviews,0.0
['Strategy'],Crusader Kings II: Dynasty Shield III,2013-06-25,1.99,False,Mixed,0.0
['Strategy'],Crusader Kings II: Celtic Portraits,2013-06-25,1.99,False,Positive,0.0
['Action'],Bioshock Infinite: Columbia's Finest,2013-06-25,4.99,False,4 user reviews,0.0
['Strategy'],Crusader Kings II: Celtic Unit Pack,2013-06-25,1.99,False,Mixed,0.0
"['Action', 'RPG']",Borderlands 2: Tiny Tina's Assault on Dragon Keep,2013-06-25,9.99,False,Very Positive,87.0
['Action'],Sniper Ghost Warrior 2: World Hunter Pack,2013-06-25,3.99,False,Mostly Positive,0.0
['Simulation'],The Sims 3: Island Paradise,2013-06-25,19.99,False,Mixed,0.0
"['Action', 'Casual', 'Indie', 'Strategy']",Sanctum 2: Road to Elysion,2013-06-26,4.99,False,Positive,0.0
['Strategy'],Company of Heroes 2,2013-06-25,19.99,False,Mostly Positive,80.0
['Strategy'],Sealed Play Deck - Slot 05,2013-06-26,1.99,False,Sin comentarios,0.0
['Strategy'],Sealed Play Deck - Slot 04,2013-06-26,1.99,False,Sin comentarios,0.0
['Strategy'],Magic 2014 “Masks of the Dimir” Deck Key,2013-06-26,0.99,False,Sin comentarios,0.0
"['Action', 'Adventure', 'Indie']",Alien Spidy: Between a Rock and a Hard Place,2013-07-25,1.99,False,Sin comentarios,0.0
"['Action', 'RPG']",Borderlands 2: Mechromancer Steampunk Slayer Pack,2013-07-02,0.99,False,8 user reviews,0.0
"['Action', 'RPG']",Borderlands 2: Gunzerker Dapper Gent Pack,2013-07-02,0.99,False,Positive,0.0
"['Action', 'RPG']",Borderlands 2: Psycho Madness Pack,2013-07-02,0.99,False,Mostly Positive,0.0
"['Action', 'RPG']",Borderlands 2: Psycho Domination Pack,2013-07-02,0.99,False,Positive,0.0
['Strategy'],Magic 2014 “Enter the Dracomancer” Deck Key,2013-06-26,0.99,False,Sin comentarios,0.0
"['Action', 'RPG']",Borderlands 2: Psycho Dark Psyche Pack,2013-07-02,0.99,False,Positive,0.0
['Strategy'],Magic 2014 “Firewave” Deck Key,2013-06-26,0.99,False,1 user reviews,0.0
"['Action', 'RPG']",Borderlands 2: Commando Haggard Hunter Pack,2013-07-02,0.99,False,9 user reviews,0.0
"['Action', 'RPG']",Borderlands 2: Assassin Stinging Blade Pack,2013-07-02,0.99,False,Positive,0.0
"['Action', 'RPG']",Borderlands 2: Psycho Supremacy Pack,2013-07-02,0.99,False,Positive,0.0
['Action'],Mortal Kombat Komplete Edition,2013-07-03,19.99,False,Very Positive,0.0
"['Action', 'RPG']",Borderlands 2: Siren Glitter and Gore Pack,2013-07-02,0.99,False,Positive,0.0
"['Free to Play', 'Massively Multiplayer', 'RPG']",Ragnarok Online 2 - Elemento School Graduation Pack,2013-07-02,14.99,False,8 user reviews,0.0
"['Free to Play', 'Massively Multiplayer', 'RPG']",Ragnarok Online 2 - Trendsetter Fashionista's Pack,2013-07-02,16.99,False,Sin comentarios,0.0
"['Action', 'Indie']",Bleed,2013-07-03,4.99,False,Very Positive,0.0
['Adventure'],The Walking Dead: 400 Days,2013-07-03,4.99,False,Mostly Positive,78.0
['Action'],Killing Floor - Mrs Foster Pack,2013-07-03,4.99,False,Positive,0.0
['Action'],Killing Floor - Golden Weapon Pack 2,2013-07-03,7.99,False,Positive,0.0
['Action'],Killing Floor - Community Weapon Pack 2,2013-07-03,7.99,False,Positive,0.0
"['Action', 'RPG']",DARK,2013-07-03,9.99,False,Mixed,41.0
"['Racing', 'Sports']",TrackMania² Valley,2013-07-04,19.99,False,Mostly Positive,79.0
['Action'],Shadow Warrior Classic Redux,1997-05-13,9.99,False,Very Positive,0.0
['RPG'],FINAL FANTASY VII,2013-07-04,11.99,False,Very Positive,0.0
"['Indie', 'Simulation', 'Sports', 'Strategy']",Lords of Football: Super Training,2013-07-08,4.99,False,1 user reviews,0.0
['Simulation'],Train Simulator: SD40-2 Independence Loco Add-On,2013-07-04,19.99,False,3 user reviews,0.0
"['Racing', 'Sports']",GRID 2 - Drift Pack,2013-07-09,5.99,False,Positive,0.0
"['Casual', 'Simulation']",Farming Simulator 2013: Ursus,2013-07-09,14.99,False,8 user reviews,0.0
['Strategy'],Sid Meier's Civilization V: Brave New World,2013-07-08,29.99,False,Overwhelmingly Positive,0.0
"['Action', 'Indie']",Runner2 - Good Friends Character Pack,2013-07-11,0.99,False,Positive,0.0
"['Adventure', 'Casual', 'Indie']",Toki Tori 2+,2013-07-11,14.99,False,Very Positive,0.0
"['Action', 'Indie']",BIT.TRIP FATE,2013-07-11,9.99,False,Mixed,74.0
['Action'],R.I.P.D.: The Game,2013-07-16,9.99,False,Mixed,0.0
"['Action', 'Indie']",BIT.TRIP.FATE Soundtrack,2013-07-11,5.99,False,2 user reviews,0.0
['Adventure'],The Raven - Legacy of a Master Thief,2013-07-23,24.99,False,Mostly Positive,74.0
"['Adventure', 'Indie']",Ittle Dew,2013-07-23,9.99,False,Very Positive,67.0
['Action'],Aliens: Colonial Marines: Stasis Interrupted,2013-07-23,29.99,False,Very Positive,0.0
['Strategy'],CoH 2 - Soviet Commander: Terror Tactics,2013-07-23,2.99,False,4 user reviews,0.0
['Strategy'],CoH 2 - German Commander: Storm Doctrine,2013-07-23,2.99,False,2 user reviews,0.0
"['Racing', 'Sports']",GRID 2 - Peak Performance Pack,2013-07-23,4.99,False,Positive,0.0
"['Action', 'Free to Play']",Soldier Front 2: Shoot Em Up Package,2013-07-23,9.99,False,1 user reviews,0.0
"['Adventure', 'Indie', 'RPG', 'Strategy']",Shadowrun Returns,2013-07-25,14.99,False,Very Positive,76.0
"['Action', 'Strategy']",Citadels,2013-07-25,14.99,False,Very Negative,20.0
"['Action', 'Indie', 'Strategy']",Awesomenauts - Gnabot Skin,2013-07-29,4.99,False,Positive,0.0
"['Action', 'Adventure', 'Indie']",Alien Spidy: Easy Breezy DLC,2013-07-25,1.99,False,Sin comentarios,0.0
"['Action', 'Indie', 'Strategy']",CastleStorm,2013-07-29,9.99,False,Very Positive,73.0
['Strategy'],Hearts of Iron III: Axis Minors Vehicle Pack,2013-07-30,1.99,False,Mixed,0.0
"['Adventure', 'Indie', 'RPG']",Realms of Arkania: Blade of Destiny,2013-07-29,14.99,False,Mixed,0.0
"['Indie', 'Strategy']",Skulls of the Shogun,2013-07-29,9.99,False,Very Positive,72.0
['Strategy'],Hearts of Iron III: Italian Vehicle Pack,2013-07-30,1.99,False,3 user reviews,0.0
['Action'],BioShock Infinite: Clash in the Clouds,2013-07-30,4.99,False,Mostly Positive,69.0
['Simulation'],Cities in Motion 2:  Trekking Trolleys,2013-07-30,4.99,False,3 user reviews,0.0
"['Action', 'Adventure']",Castlevania: Lords of Shadow – Ultimate Edition,2013-08-27,29.99,False,Very Positive,0.0
['Simulation'],Cities in Motion 2: Wending Waterbuses,2013-07-30,4.99,False,Sin comentarios,0.0
"['Action', 'Free to Play', 'Massively Multiplayer', 'Simulation']",Star Conflict: Pirate Pack - Jolly Roger,2013-07-31,49.99,False,Mixed,0.0
"['Action', 'Free to Play', 'Massively Multiplayer', 'Simulation']",Star Conflict: Pirate Pack - Corsair,2013-07-31,19.99,False,Mostly Positive,0.0
"['Action', 'Indie', 'Strategy']",CastleStorm - From Outcast to Savior,2013-07-31,2.99,False,Mostly Positive,0.0
['Action'],Rise of the Triad,2013-07-31,14.99,False,Mixed,67.0
"['Indie', 'Simulation', 'Sports', 'Strategy']",Lords of Football: Eastern Europe,2013-08-01,1.99,False,2 user reviews,0.0
['Simulation'],Train Simulator: Great Northern F7 ‘Empire Builder’ Loco Add-On,2013-08-01,8.99,False,9 user reviews,0.0
['Indie'],Cloudberry Kingdom™,2013-08-02,9.99,False,Very Positive,67.0
['Action'],Call of Duty®: Black Ops II - Vengeance,2013-08-01,14.99,False,Very Positive,0.0
